id,content,sentiment
3730,"both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others . ",1
3731,"in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . ",1
3732,"like mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real nba's off-season . ",1
3733,"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón",1
3734,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . ",1
3735,just offbeat enough to keep you interested without coming close to bowling you over . ,1
3736,probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent . ,1
3737,what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . ,1
3738,a film about female friendship that men can embrace and women will talk about for hours . ,1
3739,"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek . ",1
3740,"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado . ",1
3741,"light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat . ",1
3742,"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate . ",1
3743,"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history . ",1
3744,"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest . ",1
3745,drumline ably captures the complicated relationships in a marching band . ,1
3746,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
3747,"seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing . ",1
3748,"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck . ",1
3749,an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . ,1
3750,"a terrific date movie , whatever your orientation . ",1
3751,"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . ",1
3752,what it lacks in originality it makes up for in effective if cheap moments of fright and dread . ,1
3753,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze . ",1
3754,a gem of a movie . ,1
3755,"witty , vibrant , and intelligent . ",1
3756,"it's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage . ",1
3757,miller comes at film with bracing intelligence and a vision both painterly and literary . ,1
3758,"the film is moody , oozing , chilling and heart-warming all at once . . . a twisting , unpredictable , cat-and-mouse thriller . ",1
3759,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer . ",1
3760,"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . ",1
3761,"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them . ",1
3762,"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! ",1
3763,returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age . ,1
3764,"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck . ",1
3765,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",1
3766,an unflinching look at the world's dispossessed . ,1
3767,"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material . ",1
3768,polanski has found the perfect material with which to address his own world war ii experience in his signature style . ,1
3769,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",1
3770,"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters . ",1
3771,nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . ',1
3772,a well paced and satisfying little drama that deserved better than a ‘direct-to-video' release . ,1
3773,"the best part about "" gangs "" was daniel day-lewis . ",1
3774,a treat for its depiction on not giving up on dreams when you're a struggling nobody . ,1
3775,"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",1
3776,a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem . ,1
3777,one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret . ,1
3778,solondz creates some effective moments of discomfort for character and viewer alike . ,1
3779,"the film's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . ",1
3780,"i was amused and entertained by the unfolding of bielinsky's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",1
3781,somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy . ,1
3782,"more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 ½ weeks , unfaithful is at once intimate and universal cinema . ",1
3783,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism . ",1
3784,a fanciful drama about napoleon's last years and his surprising discovery of love and humility . ,1
3785,"a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world . ",1
3786,eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters . ,1
3787,"lovely and amazing is holofcener's deep , uncompromising curtsy to women she knows , and very likely is . when all is said and done , she loves them to pieces -- and so , i trust , will you . ",1
3788,campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . ,1
3789,"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ",1
3790,russian ark is a new treasure of the hermitage . ,1
3791,it's definitely a step in the right direction . ,1
3792,"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with . ",1
3793,"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . ",1
3794,almost peerlessly unsettling . ,1
3795,"the film's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter . ",1
3796,"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . ",1
3797,"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness . ",1
3798,"this is a dark , gritty , sometimes funny little gem . ",1
3799,"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son . ",1
3800,"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit , hopped-up fashion . ",1
3801,a hidden-agenda drama that shouts classic french nuance . ,1
3802,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . ",1
3803,"an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . ",1
3804,"the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged . ",1
3805,"lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it . ",1
3806,everyone should be able to appreciate the wonderful cinematography and naturalistic acting . ,1
3807,this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . ,1
3808,stock up on silver bullets for director neil marshall's intense freight train of a film . ,1
3809,"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street . ",1
3810,"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . ",1
3811,"shanghai ghetto may not be as dramatic as roman polanski's the pianist , but its compassionate spirit soars every bit as high . ",1
3812,"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age . ",1
3813,"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself . ",1
3814,the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality . ,1
3815,despite modest aspirations its occasional charms are not to be dismissed . ,1
3816,"constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . ",1
3817,"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride . ",1
3818,merci pour le movie . ,1
3819,"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",1
3820,what sets ms . birot's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,1
3821,all three women deliver remarkable performances . ,1
3822,"claire is a terrific role for someone like judd , who really ought to be playing villains . ",1
3823,it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent . ,1
3824,compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . ,1
3825,the soundtrack alone is worth the price of admission . ,1
3826,rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue . ,1
3827,"beneath the film's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve . ",1
3828,bielinsky is a filmmaker of impressive talent . ,1
3829,"so beautifully acted and directed , it's clear that washington most certainly has a new career ahead of him if he so chooses . ",1
3830,a visual spectacle full of stunning images and effects . ,1
3831,a gentle and engrossing character study . ,1
3832,"it's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins . ",1
3833,an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line . ,1
3834,a mischievous visual style and oodles of charm make 'cherish' a very good ( but not great ) movie . ,1
3835,"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain . ",1
3836,[a] strong piece of work . ,1
3837,"a stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making . ",1
3838,"the importance of being earnest , so thick with wit it plays like a reading from bartlett's familiar quotations",1
3839,daring and beautifully made . ,1
3840,"made for teens and reviewed as such , this is recommended only for those under 20 years of age . . . and then only as a very mild rental . ",1
3841,imagine o . henry's <b>the gift of the magi</b> relocated to the scuzzy underbelly of nyc's drug scene . merry friggin' christmas ! ,1
3842,the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . ,1
3843,"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver . ",1
3844,ferrara's best film in years . ,1
3845,a remarkably insightful look at the backstage angst of the stand-up comic . ,1
3846,matches neorealism's impact by showing the humanity of a war-torn land filled with people who just want to live their lives . ,1
3847,baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within . ,1
3848,"romantic , riveting and handsomely animated . ",1
3849,"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . ",1
3850,"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic . ",1
3851,"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . ",1
3852,"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness . ",1
3853,"a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . ",1
3854,"metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story . ",1
3855,"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . ",1
3856,"the best comedy concert movie i've seen since cho's previous concert comedy film , i'm the one that i want , in 2000 . ",1
3857,"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . ",1
3858,offers laughs and insight into one of the toughest ages a kid can go through . ,1
3859,a small movie with a big heart . ,1
3860,hugely accomplished slice of hitchcockian suspense . ,1
3861,the formula is familiar but enjoyable . ,1
3862,"tells a fascinating , compelling story . ",1
3863,what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters . ,1
3864,"the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats' perspective . ",1
3865,"most haunting about "" fence "" is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen . noyce's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us",1
3866,"world traveler might not go anywhere new , or arrive anyplace special , but it's certainly an honest attempt to get at something . ",1
3867,there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all . ,1
3868,"there's absolutely no reason why blue crush , a late-summer surfer girl entry , should be as entertaining as it is",1
3869,"an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat . ",1
3870,the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites . ,1
3871,"in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st . ",1
3872,"insomnia does not become one of those rare remakes to eclipse the original , but it doesn't disgrace it , either . ",1
3873,classic cinema served up with heart and humor,1
3874,[stephen] earnhart's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have . ,1
3875,the events of the film are just so weird that i honestly never knew what the hell was coming next . ,1
3876,"nicole holofcener's lovely and amazing , from her own screenplay , jumps to the head of the class of women's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style . ",1
3877,"that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend . ",1
3878,has a solid emotional impact . ,1
3879,"successfully blended satire , high camp and yet another sexual taboo into a really funny movie . ",1
3880,mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth . ,1
3881,"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman's warmest . ",1
3882,raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . ,1
3883,an enjoyable above average summer diversion . ,1
3884,there is simply no doubt that this film asks the right questions at the right time in the history of our country . ,1
3885,"if you've the patience , there are great rewards here . ",1
3886,"as a science fiction movie , "" minority report "" astounds . ",1
3887,"watching e . t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision . ",1
3888,"visually breathtaking , viscerally exciting , and dramatically moving , it's the very definition of epic adventure . ",1
3889,"chris columbus' sequel is faster , livelier and a good deal funnier than his original . ",1
3890,"watching this film , what we feel isn't mainly suspense or excitement . the dominant feeling is something like nostalgia . ",1
3891,"' . . . a great , participatory spectator sport . '",1
3892,"believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half . but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us . ",1
3893,adam sandler ! in an art film ! ,1
3894,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",1
3895,stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . ,1
3896, . . . a funny yet dark and seedy clash of cultures and generations . ,1
3897,"the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight . ",1
3898,"over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor . ",1
3899,"like smoke signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",1
3900,one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . ,1
3901,"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold . ",1
3902,gives everyone something to shout about . ,1
3903,"the entire movie has a truncated feeling , but what's available is lovely and lovable . ",1
3904,"[a] thoughtful , visually graceful work . ",1
3905,"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form . ",1
3906,the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . ,1
3907,"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . ",1
3908,the kind of primal storytelling that george lucas can only dream of . ,1
3909,"even if the ring has a familiar ring , it's still unusually crafty and intelligent for hollywood horror . ",1
3910,the sheer joy and pride they took in their work -- and in each other -- shines through every frame . ,1
3911,"the cast . . . keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired . ",1
3912,"an entertaining , if somewhat standardized , action movie . ",1
3913,"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . ",1
3914,an enjoyable comedy of lingual and cultural differences… the château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . ,1
3915,intriguing and downright intoxicating . ,1
3916,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks . ",1
3917,"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch . ",1
3918, . . . could easily be called the best korean film of 2002 . ,1
3919,"full of detail about the man and his country , and is well worth seeing . ",1
3920,the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group . . . and never fails to entertain . ,1
3921,thoroughly engrossing and ultimately tragic . ,1
3922,"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . ",1
3923,"bill morrison's decasia is uncompromising , difficult and unbearably beautiful . ",1
3924,"full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life . ",1
3925,his work transcends the boy-meets-girl posturing of typical love stories . ,1
3926,"if the real-life story is genuinely inspirational , the movie stirs us as well . ",1
3927,an ebullient tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing . ,1
3928,"the dramatic crisis doesn't always succeed in its quest to be taken seriously , but huppert's volatile performance makes for a riveting movie experience . ",1
3929,"highly irritating at first , mr . koury's passive technique eventually begins to yield some interesting results . ",1
3930,"about schmidt belongs to nicholson . gone are the flamboyant mannerisms that are the trademark of several of his performances . as schmidt , nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance . ",1
3931,the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs . ,1
3932,"it doesn't make for great cinema , but it is interesting to see where one's imagination will lead when given the opportunity . ",1
3933,"it's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon . ",1
3934,"if it's not entirely memorable , the movie is certainly easy to watch . ",1
3935," . . . by the time it's done with us , mira nair's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over . ",1
3936,"best indie of the year , so far . ",1
3937, . . . the plot weaves us into a complex web . ,1
3938,"don't judge this one too soon - it's a dark , gritty story but it takes off in totally unexpected directions and keeps on going . ",1
3939,"it's funny , as the old saying goes , because it's true . ",1
3940,"in death to smoochy , we don't get williams' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing . ",1
3941,"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom — handguns , bmws and seaside chateaus . ",1
3942,"fortunately , elling never gets too cloying thanks to the actors' perfect comic timing and sweet , genuine chemistry . ",1
3943,"if you've grown tired of going where no man has gone before , but several movies have - take heart . this is the best star trek movie in a long time . ",1
3944,greg kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,1
3945,"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . ",1
3946,"ou've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane . ",1
3947,"a funny , triumphant , and moving documentary . ",1
3948,delirious fun . ,1
3949,"lathan and diggs carry the film with their charisma , and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest . ",1
3950,"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design . ",1
3951,"gay or straight , kissing jessica stein is one of the greatest date movies in years . ",1
3952,"this is a movie full of grace and , ultimately , hope . ",1
3953,exciting and well-paced . ,1
3954,even better than the first one ! ,1
3955,"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy . ",1
3956,a must see for all sides of the political spectrum,1
3957,"[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",1
3958,"there are problems with this film that even 3 oscar winners can't overcome , but it's a nice girl-buddy movie once it gets rock-n-rolling . ",1
3959,"rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust . ",1
3960,has the rare capability to soothe and break your heart with a single stroke . ,1
3961,it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide . ,1
3962,"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone . ",1
3963,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",1
3964,"es una de esas películas de las que uno sale reconfortado , agradecido , genuinamente sorprendido . ",1
3965,it will break your heart many times over . ,1
3966,a straight-shooting family film which awards animals the respect they've rarely been given . ,1
3967,"overall , interesting as a documentary -- but not very imaxy . ",1
3968,this is one of those war movies that focuses on human interaction rather than battle and action sequences . . . and it's all the stronger because of it . ,1
3969,"secretary "" is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen . ",1
3970,"the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality . ",1
3971,"'almodóvar logra un filme entrañable , lleno de compasión , comprensión , amor , amistad , esperanza y humanidad que es sencillamente inolvidable . '",1
3972,the kind of sense of humor that derives from a workman's grasp of pun and entendre and its attendant need to constantly draw attention to itself . ,1
3973,"too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries . ",1
3974,"the story is virtually impossible to follow here , but there's a certain style and wit to the dialogue . ",1
3975,"the music makes a nice album , the food is enticing and italy beckons us all . ",1
3976,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose . ",1
3977,"the film is small in scope , yet perfectly formed . ",1
3978,jones has delivered a solidly entertaining and moving family drama . ,1
3979,oliveira seems to pursue silent film representation with every mournful composition . ,1
3980,"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . ",1
3981,he's the scariest guy you'll see all summer . ,1
3982," "" frailty "" offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . and , there's no way you won't be talking about the film once you exit the theater . ",1
3983,really quite funny . ,1
3984,"if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time . ",1
3985,"quiet , adult and just about more stately than any contemporary movie this year . . . a true study , a film with a questioning heart and mind that isn't afraid to admit it doesn't have all the answers . ",1
3986,"in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters — damaged-goods people whose orbits will inevitably and dangerously collide . ",1
3987,"some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat . ",1
3988,it is hard not to be especially grateful for freedom after a film like this . ,1
3989,the dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen . ,1
3990,"y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt . ",1
3991, . . . works on some levels and is certainly worth seeing at least once . ,1
3992,"you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated . ",1
3993,"if the material is slight and admittedly manipulative , jacquot preserves tosca's intoxicating ardor through his use of the camera . ",1
3994,"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began . ",1
3995,"overall , it's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs . ",1
3996,mais um momento inspirado de david fincher . ,1
3997,"a must for fans of british cinema , if only because so many titans of the industry are along for the ride . ",1
3998,"tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of yasujiro ozu . ",1
3999,"until ( the ) superfluous . . . epilogue that leaks suspension of disbelief like a sieve , die another day is as stimulating & heart-rate-raising as any james bond thriller . ",1
4000,"it's a good film , but it falls short of its aspiration to be a true 'epic' . ",1
4001,"all the pieces fall together without much surprise , but little moments give it a boost . ",1
4002,the beauty of alexander payne's ode to the everyman is in the details . ,1
4003,a touching drama about old age and grief with a tour de force performance by michel piccoli . ,1
4004,the ending feels at odds with the rest of the film . ,1
4005,"a tone of rueful compassion . . . reverberates throughout this film , whose meaning and impact is sadly heightened by current world events . ",1
4006,a beautiful paean to a time long past . ,1
4007,dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed . ,1
4008,"if you thought tom hanks was just an ordinary big-screen star , wait until you've seen him eight stories tall . ",1
4009,"with this masterful , flawless film , [wang] emerges in the front ranks of china's now numerous , world-renowned filmmakers . ",1
4010,"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . ",1
4011,"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion . ",1
4012,"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling . ",1
4013,splendidly illustrates the ability of the human spirit to overcome adversity . ,1
4014,"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day . ",1
4015,"to those who have not read the book , the film is a much better mother-daughter tale than last summer's 'divine secrets of the ya-ya sisterhood , ' but that's not saying much . ",1
4016,"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it's waltzed itself into the art film pantheon . ",1
4017,"a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy . ",1
4018,"it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is . ",1
4019,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about . ,1
4020,a wildly entertaining scan of evans' career . ,1
4021,"a mature , deeply felt fantasy of a director's travel through 300 years of russian history . ",1
4022,"boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose's film , true to its source material , provides a tenacious demonstration of death as the great equalizer . ",1
4023,"a finely tuned mood piece , a model of menacing atmosphere . ",1
4024,"the salton sea has moments of inspired humour , though every scrap is of the darkest variety . ",1
4025,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,1
4026,"although shot with little style , skins is heartfelt and achingly real . ",1
4027,harks back to a time when movies had more to do with imagination than market research . ,1
4028,"upsetting and thought-provoking , the film has an odd purity that doesn't bring you into the characters so much as it has you study them . ",1
4029,a well-executed spy-thriller . ,1
4030,"a very pretty after-school special . it's an effort to watch this movie , but it eventually pays off and is effective if you stick with it . ",1
4031,a harrowing account of a psychological breakdown . ,1
4032,"continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means . ",1
4033,it certainly won't win any awards in the plot department but it sets out with no pretensions and delivers big time . ,1
4034,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",1
4035,"it may scream low budget , but this charmer has a spirit that cannot be denied . ",1
4036,'alice's adventure through the looking glass and into zombie-land' is filled with strange and wonderful creatures . ,1
4037,"without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed . ",1
4038,"a good music documentary , probably one of the best since the last waltz . ",1
4039,"if the plot seems a bit on the skinny side , that's because panic room is interested in nothing more than sucking you in…and making you sweat . ",1
4040," . . . [the film] works , due mostly to the tongue-in-cheek attitude of the screenplay . ",1
