content	emotion1	emotion2	sentiment
让女人念念不忘的是感情， 让男人念念不忘的是感觉。 感情随着时间沉淀，感觉随着时间消失。 终其是不同的物种，所以，谁又能明白谁的深爱 ，谁又能理解谁的离开。------ 徐志摩 	none	none	0
以前我们又做过一段时间的动物新闻剪报，但是后来搬出来住，又没订报纸，就中断了。 我们的剪报目的是做一份自己的动物杂志，有排版还有插图，哈哈！ 	like	none	1
啊啊啊日本化妆照片能改变一切一切一切啊啊啊。。。。 这节目看的我受不了了[惊恐][惊恐][惊恐][惊恐][惊恐][感叹号][感叹号][感叹号] 谁能看的出这左边两张照片和右边是同一个人啊啊[问号][问号][问号] 日本的节目男女纠察队 奇跡の1枚 有兴趣的可以看狠多照片都震惊死！[水滴][水滴][水滴][感叹号] 	surprise	fear	-1
河面都结冰了，鱼儿整个冬天都被困在冰河里不会无聊吗？ 还是觉得在冰河上坐上一整天钓鱼的人更无聊？[热带鱼][鱼][鲸鱼] 	none	none	0
一觉睡到大下午。。。 老妈打电话过来说她在杭州，等下来上海，赶快起床把这破屋收拾一下，迎接母后大驾。。。 又可以改善伙食咯，哈哈哈。。。 	happiness	none	1
09年春节我陪不回家过年的学生们吃年夜饭，那天没有同事陪我，大部分学生都很内向，东西又难吃，所以整个过程很累。 后来大家在楼下告别的时候，我发现有个斯文的男生在跟一个我喜欢的女生要电话，她犹豫了一下就给了，不知道为什么，我突然觉得一切都很美好——我可能是从那天晚上开始变成一个中年人的 	happiness	none	1
小时候，看着满天的星斗，当流星飞过的时候，却总是来不及许愿，长大了，遇见了自己真正喜欢的人，却还是来不及。 	sadness	none	-1
可以说巨蟹座是最具感受力的星座，他们能直接地感觉到他人的感受，而这种感受也成为了他们的负累，他们越长大就越觉得辛苦与受伤。 因为他们很善于感受，所以他们也很懂事，总是迁就别人，所以就会堆积很多负面情绪在自己的身体里，久而久之，巨蟹妹妹的屁股和腿就长了很多肉肉。 	none	none	0
你家住在北沙坨子，上班骑个破链盒子。 早上洗脸不洗脖子，嘴里叨个韭菜盒子。 手机像个大饭盒子，上班就是捡纸壳子。 我就纳闷了，你还有脸活着！ 	disgust	none	-1
托雷斯配搭阿内尔卡出战默西赛德，托雷斯再一次面对埃弗顿. 过往代表利物浦面对埃弗顿进球感觉非常好尤其是在古迪森，中场兰帕德 马卢达 米克尔以及埃辛后防线特里配搭阿莱士，左右边分别是科尔和伊万诺维奇. 2007年2月25日英格兰联赛杯决赛：Chelsea VS Arsenal.特里诠释什么是蓝军精神！ 蓝军下赛季见！ 	none	none	0
单周多杰老师刚电话我，语重心长的说很想念92的儿子们，他的教学生涯打算划句号了，6月１9日在民院有他的一个教材展示，希望当天能够看见我们。 看到消息的人，无论男女只要曾经是他的学生，想去的与我联系。 期盼与你相聚。。。 	like	none	1
我以为一个人可以过活，我以为我会很安心，虽然我不是一个人，为什么还是会孤独，寂寞。 他，或者他。 该离开的离开了，不该离开的也离开了。 留下的，我希望会在一起一辈子。 就一辈子。（晚安） 	sadness	like	3
追葱太累了。 一早起来这腰疼屁股疼大腿疼的。 不过想起昨天的葱啊，第一次这么近看全身的她。 和签售坐着、机场平视的相比。 昨天离我仅2米的她站舞台边摆弄耳机时，我都不敢相信我的眼睛，看着有1米8，腿就得有1米7。 那个长那个瘦哦。 昨天葱2点就到了，等了3个小时。 7点还赶去下一个活动。 也不知吃饭没。 	happiness	like	1
迈克尔贝导演经过多次试镜，终于让我在新戏《变形金刚3》里扮演重要角色，我将成为地球人的反一号和霸天虎联盟对抗汽车人，7月我将去洛杉矶拍摄，历时3个月，大家不要太想我！ 	happiness	none	1
刚在别的网站上看到的，看水印是来自微博，不过我没有在微博上看到过。 ——山东：爷们，高帅！ ——我只想说：我感觉压力很大！[抓狂] 	fear	none	-1
其实有时候我觉得狮子很傻，真的很傻啊，不管心里再委屈，再难受，总自己一个人在那里默默的承受着，就算抗不住了也不开口对Ta说. 转过头来总是微笑着，说自己没事，说自己很好！ 不想要别人担心自己！ 但是知道吗? 其实那个时候，狮子已经快撑不住了，他也很需要一个温暖的拥抱，或者一个人静静的陪在旁边 	sadness	none	-1
今天下午15:30开始，南中国最具规模的IT选美盛事 - 全港第八届IT代言人大赛广州赛区暨2011广州IT代言人大赛决赛，评判包括世界杰出华人摄影大师水禾田、香港著名演播艺术家及凤凰卫视资深监制叶振邦以及传媒、演艺明星等，错过你就伤不起啦！[赞][花心] 	like	none	1
昨天在智慧果和大家分享了黄芪枸杞双料蘑菇排骨汤，具有气血双补的效果，适合充满希望和干劲的新年第一天，感觉还不错，下次准备煲个更有意思的药膳靓汤。 	like	none	1
频道来了一位体彩节目的嘉宾，一直在这边吹嘘自己发家致富的事情，说他中彩票中了80万，靠，怎么听着就觉得像是个传销人员呢？ 以我的性格，现在立刻反驳之…… 	disgust	none	-1
笑死俺了，这是韩饭P的桀骜女林~~~ 原来桀骜还是超人呢~~~啊哈哈~~~ 求上面那句韩语的意思！ ~~ [偷笑] 刘亚仁 宋钟基 	happiness	none	1
亲，23岁要有23岁的自觉好吗，亲，外面围着的都是狼跟麻麻回家好吗，亲，你笑起来眉眼最可爱了好吗~~~ 	like	none	1
朋友就算再好，总会有一段时间互不理睬互不关心，不是因为厌烦了，那是因为认识了新朋友，那是喜新厌旧了吗？ 也不是。 真正的朋友是当一段冷漠的时间过去后，还是依然可以在你的身边关心你和你一起打闹一起吵架，许久不见后再相聚也不会尴尬，像往日一起吃饭还是有说不完的话题，讲不完的心事。 	none	none	0
转基因的事情我不太懂，说的很少。 直接进嘴的慎重点好，这个我没意见。 不过我能说的是，根据我的极其有限的知识，现在反转基因作物的人里面，充满了无知的反科学教徒。 爱反反好了，拜托别拿到公共空间来恶心人好么？ 神马鸡巴赵丽华，什么鸡巴诗人，我去你娘。 你写的狗屎体诗我就不说你什么，别出来丢人 	disgust	anger	-1
男人没了骨气，越来越娘娘气；女人没了秀气，越来越珠光宝气；艺人没了才气，越来越妖气；商人没了和气，越来越可气；文人没了灵气，越来越做作气；富人没了正气，越来越傲气；穷人没了底气，越来越受气。 城市间没了新鲜空气，乌烟瘴气，这就是现在的社会风气，压得让人不透气。。。 	none	none	0
逛``唯品``看到的,怀念一下童趣~~~ 其实我特喜欢童装~~ 感觉帮我PS的小弟~~亲个~~~[嘻嘻] 	like	happiness	1
今天的维尼圆满了我！ 怕和宋GG跑了，赶紧圈住有木有！！ 女婿膝盖枕头，都想BOBO有木有！！ 比赛的庆祝抱，我的胜利女神啊有木有！！ 站眼前了，我的眼中只有你啊有木有！！ 人腿安全带啊，玩起来也没放下啊有木有！！ 呐喊撒浪海啊，爽了啊有木有！！ 沐浴房挂腰，敢扔媳妇你就死定了有木有！[抓狂] 	happiness	like	1
美到无法想象啊！！！！ 无袖皮衣，皮裤，后带蕾丝大蝴蝶结，一身黑。 序幕，对不起只是忽然很想你… 靠！ 我明天还要看！！ 我要坐到右面去！！ 	like	none	1
只会读书的女人是一本字典，再好人们也只会在需要的时候去翻看一下，只会扮靓的女人只是一具花瓶，看久了也就那样。 服饰美容是做好一个女人的必要条件，不是充要条件。 你还需要多看书。 这样你会发现生活更加美好。 	none	none	0
决定明天去买一些九江煎堆给妈妈吃，这是她的最爱。 原来全国其他地方的煎堆都是圆煎堆，唯独我们这里的九江煎堆别树一格，这种用糯米粉和花生仁、炮谷、白芝麻等做成的小吃，唐朝就成为宫廷的食品，现在我妈妈都常常吃，她就是我的皇太后呵呵！ 	like	none	1
手机市场就是在打时间战。 年底之前，如果还不能上量，小米手机将不具备性价比优势，也就没有其最核心竞争力了。 	none	none	0
六十年代的人是被饿死的，七十年代的人是被冤枉死的，八十年代的人是被Zhen压死的，九十年代的人是被毒死的，零零年代的人是被毒死的，一零年代的人是被毒死的。 人固有一死，或轻于鸿毛或轻于鸿毛　万岁！ 	none	none	0
懷著無比雀躍的心情等待只有兩節課的星期四還有即將回家的星期五~哈哈~一切都會變好的~希望大家也可以... 	happiness	none	1
星座名人趣评：嘉欣逢喜诞麟儿，晋亨乐的笑嗡嗡，此女本是一凡人，岂能嫁为豪门妇，须知双子多精明，忽远忽近放风筝，可怜晋亨小双鱼，鞍前马后成劳工，如今母更凭子贵，月亮魔羯忍成功！ 	none	none	0
阎惜娇被捅一刀，宋江要救她，生死关头，她却要宋江快走，不要管她… 看来，她真的是爱宋江的。 真乃一痴情之奇女子也… 新版水浒阎的戏份有三集之多，导演是感情戏高手哇…… 	like	none	1
每个人在成长中都会受很多伤，会哭泣悲伤，会觉得痛。 许多事情，总是在经历过后才明白。 痛过了，便坚强了；跨过了，便成熟了；傻过了，便懂得了适时的珍惜与放弃。 总是在失去了什么，才能学会珍惜什么；总是在碰了壁，才能学会改变什么，放弃什么；总是在疼过之后，才能学会做一个全新的自己。 	none	none	0
虽然昨天一早起来拍片，到现在刚回家洗澡完，很困。 但游戏白痴的我迷上这个游戏啦哈哈！ 所以我要趴床上玩到自动睡着为止(^.^) 别鄙视我... 	happiness	none	1
生活，是充满希望和诱惑的春，我们要坦然面对；生活，是需要追求和拼搏的夏，我们该坦然面对；生活，是收获与失败共有的秋，我们应坦然面对；生活，是在平静中沸腾的冬，我们要看到希望的曙光。 没有千篇一律的四季，也没有风平浪静的人生。 做我们想做的事和能做的事，但求无愧于人生，让生命焕发光彩。 	none	none	0
理想生意十大特征 ： 1、启动成本低 ， 2、提供需求量大的商品， 3、提供重复购买的商品， 4、流通而不是制造（做一个经销商）， 5、最终能够自动运转， 6、能够杠杆他人的力量（复制） ， 7、能够接触到成功的导师， 8、生活，而不是生存 ， 9、能够发挥你的天赋和激情理体制，　 10、能够得到赏识 《未来财富》 	none	none	0
卡扎菲死亡的消息不要做为重点新闻予以报道，更不要炒作。 新闻报道要低调，平实，2日后在各个门户网站淡出。 尤其不要报道当地民众的欢呼，要多引导舆论关注西方强权干涉别国内政，报道当前的混乱局势，引导人民热爱稳定。 突出报道卡扎菲战斗到底的精神，不要渲染他独裁执政42年的事情。 ---明白了吗？ 	none	none	0
前几天问路，喊大叔，问一下XX小学怎么走，那男的斜眼来一句：你问谁呢，就这么问啊？ 我说我称呼您了您没听见好不？ 今坐公交明明就是人多碰了一下某妇女的鞋子压根就没踩着，那女人又没好气的说白踩一脚就算了？ 是不是人到中年就特别的计较呢，尤其是这些失败的人，活该那么大岁数还要挤公交，真造孽！ 	disgust	none	-1
昨天，一个冲动，告诉老婆我其实是先去了上海演唱会，然后才回家的。 然后，老婆说，哦，没事儿，我还以为什么事儿呢。 人有一份自己执着的信仰或者狂热的爱好或追求，挺好的。…… 于是和她讲了关于演唱会的种种。 有一个理解自己的爱人，何其幸运。 周笔畅，我将一路继续就这样，爱着你，走下去…… 	like	happiness	1
[南京大屠杀刚解禁照片](不转的给爷滚出中国)。 转载没有任何奖励。 纯粹是一种良知。 请大家接力下！ 图片七：人头特写 	anger	none	-1
很想脱掉高跟鞋，赤脚走在被落日染成金黄色的西湖边… 然后随意的找个地方坐着，看看西湖，看看形形色色的游人… 心情就变的美丽起来… 	like	none	1
为什么会有竞争？ 你们从心理学的角度回答我，同学回答：因为市场有需求多人做。 那为什么多人做会不行？ 到底什么是竞争呢？ 我现在将MBA第一天的内容提前教给你们。 OK，你们知不知道爱因斯坦？ 他有句话：一个问题你不能在创造问题那个层面去解决它，什么意思呢？ 	none	none	0
中國六大老總分享2011年展望，左起大深圳Andy李，廣州黃軒明，上海Ricky譚，北京李文杰，天津殷則環，重慶莊澤寶。 	none	none	0
到伦敦了。 飞机上看了伍迪艾伦的新片「午夜巴黎」，是他近几年异国系列里最好看的。 讲一个2010年的美国编剧穿越回向往的「流动的盛宴」中的巴黎。 表达的意义很潜白：人由于对现在生活的不满，而陷入对未经历过的往昔的羡慕中，无法自拔。 电影里菲茨杰拉德和海明威还是好友，嗯，确实是最好的时代。 	like	none	1
[给力] 参观月照上人在苏州的禅画展览,拍了一些照片和博友们分享19......... 张利民[微风] 	none	none	0
心情突然低落... [叹气]尼玛人家一次就命中了阿.. [不活了][不活了] 麻痹,,,碎觉去[好困]人在吉林.. 明天还要考试[晕死了] 	sadness	disgust	-1
时日渐远，当你回望你会发现，你曾经以为不可以放手的东西，只是生命瞬间的一块跳板。 你跳过了，就可以变得更精采。 人在跳板上，最辛苦的不是跳下来那一刻，而是跳下来前心里的挣扎无助和患得患失。 我们以为跳不过去了，闭上眼，鼓起勇气，就跳过了。 	none	none	0
哈哈，最重要是祝大家兔年發大財!!!!!! 然後大家都能順利看到夏夏的表演，然後夏夏紅到一發不可收拾.......[嘻嘻] [嘻嘻] [嘻嘻] [嘻嘻] [嘻嘻] 	happiness	none	1
哇。 最近快递不断的来。 我的高跟 我的精油 我的外套 我的零食 我的vintage毛衣和包你们在路上还好么。 快来快来吧~[懒的理你] 	happiness	none	1
泰国中南部大城府一家本田汽车制造厂，汽车被完全浸泡在水中。 泰国洪水已经持续了两个多月。 截至10月12日，已确认有281人在灾害中丧生，受灾人口达230万人。 然而泰国政府称，曼谷虽然海拔只有2米，但挡水墙高达2.5米，湄南河水位高度15至16日不会高过2.3到2.4米，首都将安然无恙。 	none	none	0
拉齐奥客场输给诺瓦拉，罗马主场被佛罗伦萨绝杀，乌迪内主场输给国际米兰。 凭借哈姆西克和卡瓦尼的进球，那不勒斯客场2比0力擒莱切，回到第四名，和拉齐奥目前已只差1分！！！ 下落客场对罗马，最后一个难点赛事，拼下来就是坦途。 	none	none	0
Anne Hathaway与Jim Sturgess主演的电影《One Day》，北美7.8公映，海报超美 	like	none	1
工作，加班，应酬，喝酒，聚会，围脖，美剧，韩剧，TVB。 生活就这样旋转，今天路过书店就一头栽进去，收获两大袋，算不算走极端？ 哎！[害羞][害羞][害羞] 	fear	none	-1
发改委为何擅长提高商品价格？ 1、全心全意的为高层做挡箭牌，以示我不下地狱谁下地狱之决心。 2、为有所需要的部门办事，不但能留个名还能得到巨大好处。 3、即使涨价了，不就是发牢骚一两天嘛！ 这对于喜欢在办公室玩纸牌的发改委来说，就是对牛弹琴。 4、有关部门很牛x，百姓算个p！ 说涨就涨，爱咋咋地。 	disgust	anger	-1
[心] 这位妈妈的心太美丽了[心] //@辽沈晚报彭宁:我们搞新闻的太需要这种想像力了，还要有触类旁通的借鉴力。 	like	none	1
转：2011年第四季度，中国经常项目依然呈现顺差局面，顺差达605亿美元。 其中，按照国际收支统计口径计算，货物贸易顺差706亿美元，服务贸易逆差152亿美元，收益顺差27亿美元，经常转移顺差23亿美元。 资本和金融项目中，直接投资净流入490亿美元，证券投资净流入13亿美元，其他投资净流出805亿美元。 	none	none	0
突然的，想离开这个城市，到外面去闯闯，为了我妈妈能过得更好。 可是，我还缺乏那样的勇气，还缺乏一定的经验，离开这里，我能活得更好吗？ 我又是在害怕什么？ 谁能来带我脱离这一切了？ 	none	none	0
刚才看到了包月阳的微博上有他一张近期的照片时才让我切实在感到了时光飞逝的真正现实存在的可怕是当年我们住邻居的时候大家都还是年青力壮之时孩子在院子里乱跑…… 	sadness	none	-1
有些故事，不一定要讲给所有人听；有些悲伤，不一定谁都会懂；有些伤口，时间久了就会慢慢长好；有些委屈，受过了想通了也就释然了；有些伤痛，忍过了疼久了也成习惯了；有些藏在心底的话，不想说也就没必要说了。 其实，并不是所有的痛，都可以呐喊；不是所有的爱，都可以表白。(@誓言心语 ) 	none	none	0
其实每个人的初恋，大都十分纯情。 跨过了初恋，爱情就生出了很多姿态。 有人变得风流，见一个爱一个；有人冷漠，再不会拿出真心爱第二个人；不是每个人，都适合和你白头到老。 有的人，是拿来成长的；有的人，是拿来一起生活的；有的人，是拿来一辈子怀念的 	none	none	0
人民医院的朱医生翻开手上的资料向记者反映说：自从油价上涨，用汽油自焚自杀的人减少了13.25%，这是发改委关爱百姓健康、创建河蟹社会的重大举措！ 只是现在喝农药自杀的人明显增多，建议发改委考虑大幅提高农药价格，力争跟国际接轨。 	disgust	none	-1
我让自己当个局外人，看着一切，你们很幸福，你们很快乐，你们吵架了，你们分手了，你们不联系了，你们哭了，可是我，还是没感觉了。 痛过之后，没有感情，只是麻木。 	sadness	none	-1
提个问题：微博的信息由使用者选择，是否会造成拉扎斯菲尔德所说的传播只能对个人观点起强化作用？ 桑斯坦在《网络共和国》中表达过这个担忧，网络会造成观点极化。 对于只有140个字，观点多于事实的媒介上，可能极化现象会更严重。 这会使日渐分化的社会更加走向分裂。 	none	none	0
回复@猪蹄给托福跪了:原本以为只有男淫稀饭看。。 哈哈[哈哈] //@猪蹄给托福跪了:为什么要打码 还不打薄码 	surprise	none	2
昨晚又梦见王俊了，以前在沈阳说要见他，可死活不同意，放假再回来，我就在电话里唧唧歪歪，哭鼻子掉眼泪的也不行，以前总是不好意思说这句，现在如果有天遇见勇敢说声I miss you so much！ 	like	none	1
这几天好累，今早8点半就出去了，一直到晚上7点半才回来，本来想早早就睡觉的，NND，一直在想个问题，就是想不通，好变态！ 剩下4小时，真要睡了。 晚安各位！ [打哈气] 	disgust	none	-1
当你达到这7条，你就爱上了这人，1.在忙时，却把手机开著等他的短信；2.喜欢和他两个人单独漫步；3.在一起时，会假装不注意他，但当离开你的视线时，你会急著寻找；5.当他和别人好时，你会感到不安；6.当他笑时，你的嘴角会扬起一丝得意的笑；7.当你看到这文章时，心里想到某个人。 	none	none	0
果橙冬瓜片:1、冬瓜洗净、去皮，倒入锅中炒熟（大约2分钟左右）；2、碗中加入果汁粉与一勺糖与冬瓜搅拌；3、放入冰箱冷藏室大约2-3小时，即可。 	none	none	0
这真是碉堡了，给跪了。[lxhx喵]@benjaminzhai花园 @facingl @勤劳的肖坤 @alcanta2009 @高思坤 	surprise	none	2
暗恋撑到了最后，都变成了自恋。 那个对象只不过是一个躯壳，灵魂其实是我们自己塑造出的神。 明白这件事之后我突然一阵失落。 原来我害怕的，根本不是你从未喜欢我，而是总有一天，我也会不再喜欢你。 	none	none	0
四年前的今天，我从美国带回了她，纤细的、高贵的、敏感的、内敛的，所有人都看着羡慕妒忌恨的，自从有了她的陪伴，我每天都小心翼翼地揣着块手绢，每次亲热后我都要擦擦她那汗湿的脸庞，结果还没等到我褪下她那张面膜，她跟别人跑了。 如今她就要出第五代了； 后来，我再也没拥有二代、三代、四代。 	like	none	1
到4月底全省需水量44亿方，若仍无有效降水，将导致4000多万亩农田持续受旱、52.3万人出现临时性吃水困难。 如果春节前还是没有有效降水，济宁等地粮食作物将面临绝产 	none	none	0
摄影师Paul Fairchild 跟苹果没仇，他把iPad，iPhone和MacBook整个稀巴烂只是为了证明即便它们破成这个德行，看起来也不像垃圾，反而更艺术。 苹果表示被虐很是受用。 （1） 	none	none	0
一夜颠簸总算奔到深圳之后我忽然发现我犯了一个很严重的错误。 [抓狂]我居然忘了带我可爱的身份证！ [泪]这让我情何以堪呐！ 没有身份证我住哪？[泪] 	sadness	surprise	-1
忘记自己的朋友是一件悲哀的事情，并不是每个人都有朋友。 如果我忘记了小王子，那我就会变得和那些除了对数字感兴趣，对其他事都漠不关心的大人们一样了。。 哈哈，这是谁寄给我的啊，这么有爱? @桃金娘科 @罗大姑娘 @小林尊 	happiness	like	1
迪拜的富人区，填海建设。 据说当地也有温州炒房团，但是比北京的炒房团日子难过多了。 2008年到现在房价狂跌至少50%，2008年的顶峰价格也不比北京现在贵。 据说迪拜已经有因为房价暴跌跳楼的人了。 	none	none	0
总有一天，你会遇到一个彩虹般绚烂的人，当你遇到这个人后，会觉得其他人都只是浮云/你必须看到整体，一幅画不仅是各个部分的简单组合，一头牛只是一头牛，草地只是一片长满青草和花朵的土地，透过树枝的阳光也不过是一束光线，但你将它们组合在一起，却美得不可思议。——《怦然心动》 	none	none	0
我擦，难怪呢。。。。 原来郭珍霓是轧戏的。。。。 前几天圣母不是还说轧戏不好吗？？？？ 为毛绿芜可以？？？ 老袁不行！！！！ 为毛绿芜和四爷可以请假，13不行！！！！ 果然艺术啊！！！ 	anger	disgust	-1
[话筒] 颐和盛世2期将于10月30日下午14:30举行2期第二次选房活动，同时，相关优惠活动在开盘当天也将随之启动。 目前，项目2期84—140㎡板式小高层，均价3996元/㎡，总价31-36万，首付9万起，正火热销售中！ 	none	none	0
北京市宣武区米市胡同43号，南海会馆，康有为故居。…… 想在这个院子看个清楚，却到底被时间的痕迹模糊了视野的焦点。…… 我们热情地拥抱今天，虔诚地相信过去，要建立现实和历史的关联。 找到过去的根，寻到未来的方向。 ——张妍《回到1898》，《文史知识》2011年第1期（总第355期） 	none	none	0
原来现实和想像是完全不同的两个东西，我是我，她是她，我完全没有她那么伟大，中间的桥梁是我思考后的东东。 在现场的第一直觉是我而不是她。 我就会紧张，害怕，哭泣，腿轮，心跳加速，语无伦次，一直哭一直哭 	sadness	none	-1
心痛时，为你流下的伤心泪水；心痛时，为了爱，为你而坚强站起来时。 想你了，给你发条短信告诉你，天冷了。 打个电话让你注意身体。 当相隔时间长了，抽空给你打个电话。 可是，电话总是关机，听不到你的声音时，心里却梗咽了，只会默默的自语一声：你还好吗？ 听不到你那答复时，心里却像针扎一样的痛。 	sadness	none	-1
最怕的就是作图的时候被qq或者旺旺振动 一振photoshop就容易瘫痪 图做到一半被卡死！ 想死！！[脸红自爆] [脸红自爆] [脸红自爆] 	anger	fear	-1
也许爱情只是因为寂寞，需要找一个人来爱，即使没有任何结局，但自己坚持的幻觉，总让自己一痛再痛，渐渐变的自私，很多人不需要再见，因为只是路过而已，遗忘就是我们给彼此最好的纪念。 一个人的一生可以有多少时间给另一个人，爱也许只是在一瞬间，这份爱，却也让人记忆了一辈子。 	none	none	0
转发：赵何娟：如果说毛部分家人和部分左翼人士组成的所谓＂人民公诉团＂可要求公诉茅老，一个普通的知识份子，因言获罪； 那么全国人民无论是什么群体都可同样发起＂人民公诉团＂，要求对那些＂窃国者诸＂的人提起公诉。 我代表亿万人民之一，旗帜鲜明地支持茅老，反对被＂人民公诉团＂代表 	like	none	1
我真是搞不懂别人的逻辑。 刘建峰记者承担多少风险写出发出这么一篇仔细平和的报告，然后许志永就声称也见过那个目新一云云（后被刘否认），然后吴法天紧接着质疑人证不如物证以及具有主观性等等。 你们根据零星的官方证据得出结论的时候怎么就不懂得质疑一下那些证据的主观性片面性？ 	none	none	0
有网友专门来信息问，法师平时都忙什么。 我告诉他，我从来就喜欢体育，寺院的事情少了，我就登山，跑步，拳击，足球，自行车。 记得有一次，帮助警察追小偷，把小偷累的坐地上了，问我一句，你比那警察跑的快多了。 反正怎么锻炼身体，少得病，多健康。 少那些胡思乱想。 希望你也是，天高地阔，开心一些。 	none	none	0
今天有人跑到我们单位说被抢劫了，不知道真的假的，恩，很复杂，不过更坚定了，你不要伤害人，但你也必须有剑，才能保护你自己 	none	none	0
今天Ivy过来,宝宝很喜欢,看来Ivy的小孩缘不错阿,不仅愿意让她喂,还热情的给她苹果吃.. 哈哈, Ivy福气了[嘻嘻] 	happiness	none	1
1. 贵州都市怡景酒店婚宴请柬（每桌6张） 2. 新人胸花， 3. 新娘手捧花（1份） 4. 婚宴指示牌5.提供新人家庭免费停车位 6.提供西式背景布置 7.每桌赠送纸巾 8.婚宴指示牌 9. 举办婚宴入住客房可获优惠房价 10.提供免费停车位 11. 自带酒水免收开瓶费，免收茶位费、服务费 12.免费提供糖盒 等优惠 	none	none	0
正确穿戴文胸的步骤：1、确认文胸的中心位置是否正确。 2、确认背扣及肩带松紧度：背扣、肩带处放入1个手指的松紧度最适中。 3、调整胸型时身体向前倾，单手穿过罩杯伸到背部，沿着背部将乳房和旁边的肌肉推到罩杯内。 4、将侧面的副乳推入罩杯内，收紧肩带，将副乳部分推入罩杯。 	none	none	0
今天为了支持儿子第一次亲子春游活动，号爸号妈都专门请了全天的假积极参与。 天公作美，本以为会下雨的。 孩子们在老师、家长们的带领下坐大巴、看海狮、白鲸表演、参观海底世界。。。。。。 一个个兴奋不已！ 这样的天，全家人在一起感觉真好！ 	happiness	none	1
人说三个女人一台戏~现在咱们大当家带着三个男人也是一台戏!! 摄于4.24永华电影院!! 感谢海之航带来的高清美图!!![给力][花心] 	happiness	none	1
回复@无双世纪:先守法再说。 //@无双世纪:如果法律成了保护XXX，而剥夺弱势群体的工具，那法律就有问题。 大部分都在讲理的时候你去讲法，而法没有倾向给大部分，那谁跟你讲法？ //@陈宝存:回复@无双世纪:刚刚有法，还没有进入法治社会就开始怀疑法？ 这还有法制建设的机会吗？ 	none	none	0
有读者问NYC，因为NYC三人都有姐姐或妹妹，在他们看来，有没有无法理解的女孩子的某些行为？ 32吐槽说：诶，我从没把姐姐和妹妹当成过女孩，所以不知道... （噗，小baka，这话要是被姐姐妹妹看到你就shi定了==） 	none	none	0
今年以来，长江中下游地区降水达到50年来最低水平，主要江河累计来水量较多年同期偏少一至七成，湖北湖南旱情严重，鄱阳湖面积仅为同期1/10创历史最低，洞庭湖区部分早稻绝收。 	none	none	0
回复@张荣奎:不监管何来的寻租机会，80年代还有清水衙门，现在倒好，连最清水的医疗教育文化也成了腐败重灾区，我们要市场还是要腐败？ 即使不考虑腐败，你的监管究竟要养多少闲人懒人废人？ 你的财政支出究竟想占到GDP的多少比例？ //@陈宝存:回复@马左:89年一般收入在60、70元，你现在是几十元？ 	disgust	none	-1
学习学习 //@立十_zoe:哈哈哈 // @夏小季summer :必须采纳！ // @王小柯 :值得学习。 	like	none	1
这才叫茶壶。 主人介绍，壶上的茶树乃茶籽自然培育萌芽，以一年左右时间自然长成。 真是玲珑可爱。 也就是南方湿润，才能培植出这般壶，北方就很难养苔。 	like	none	1
2011新年第一问，当然是有奖问答，下面这个扭钮是哪个品牌哪两款车型上的？ 具体功能又是什么？ 第一个答对的脖友，我将代表我自己聊表寸心，赠出同品牌精美真皮钥匙包一只 	none	none	0
林先生说，用天然气，每跑1公里成本只要0.27元至0.30元；用汽油，每公里的成本在0.6元至0.7元之间，成本高了一倍多。 九源出租车公司一位姓高的负责人告诉记者，去年4月份，莆田对将投放市场的出租车进行招投标，同时倡导节能减排，提倡使用双燃料汽车。 	none	none	0
想念原来每次回家妈咪都问我今天在学校过得开不开心呀？ 有什么好玩的事呀？ 小学的时候每天还能收到妈咪用钢笔写的加在书里的小字条。 原来只是觉得开心，现在想想是幸福。 妈咪，么么。 	happiness	none	1
三个论证题∶1)三峡和08年雪灾以及汶川大地震无关 2)三峡和日本大地震无关 3)三峡和2012世界末日无关 	none	none	0
麻痹的世界上的丑男和帅哥都是怎么分布的阿!!! 尼玛的丑男怎么都一群一群的有木有... 难道真的是物以类聚!!!! 	disgust	anger	-1
3)另外一个想法不是很确定好不好，也许可以考虑把这些文章作者的微博也公开出来，让大家有可能可以直接交流。 	none	none	0
裴敏新教授2002年文章《中国治理危机》写于16大之前，当中国经历黄金10年，高速成长，他的论证基于：改革的政经矛盾，90年代政改时机的丧失，从毛发动文革开始党的衰落和党—国体制的失控，财政的失控，对社会不满导致国家—社会紧张等。 图片为主要结论部分。 供参考。 	none	none	0
中国国际救援队集结赴日本救灾 飞机已安全降落日本羽田机场 救援工作将立马展开 祝顺利平安[愛心傳遞] 	like	none	1
怎么判断自己3G了?： 1、是用手机而不是打手机； 2、用眼看手机是用耳朵听手机时间的十倍； 3、在乎用了多少流量而不关心打了多少分钟电话； 4、用手按手机是用嘴说手机时间的十倍； 5、你的智能终端至少装有不少50种应用; 6、必须是用手机收发邮件、微博、oA、导航、浏览新闻， 7、月最低流量500M 	none	none	0
现场消息：果果们很给力！ 圈票卖完，现在又增加了10几张贵宾票，现在已经开始入场了！！ 前方的果果们辛苦了！[给力] 	happiness	like	1
昨晚梦见爷爷，五年前他走了，如果他活着今年103岁了！ 1979年我们举家搬迁到福建的时候，爸妈要上班，是爷爷一直在照顾年幼的我们！ 	none	none	0
充满哲理 //@吴迎秋:车展归来话明天。 中国汽车问题很多答案很少，是因为答案本身就是问题。 所以我们需要这样的讨论！ 	none	none	0
